Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM,Total,,,,,
15-04-2011,2449,648,2475,1973,7545,,,,,
16-04-2011,2444,645,2459,1956,7504,,,,,
17-04-2011,2438,642,2442,1939,7461,,,,,
18-04-2011,2432,639,2424,1922,7417,,,,,
19-04-2011,2424,636,2407,1905,7372,,,,,
20-04-2011,2418,633,2390,1888,7329,,,,,
21-04-2011,2410,630,2375,1871,7286,,,,,
22-04-2011,2404,628,2363,1856,7251,,,,,
23-04-2011,2412,633,2371,1844,7260,,,,,
24-04-2011,2415,633,2365,1826,7239,,,,,
25-04-2011,2415,631,2349,1811,7206,,,,,
26-04-2011,2410,631,2339,1796,7176,,,,,
27-04-2011,2404,630,2324,1781,7139,,,,,
28-04-2011,2398,629,2309,1766,7102,,,,,
29-04-2011,2393,627,2292,1751,7063,,,,,
30-04-2011,2387,625,2276,1735,7023,,,,,
1/5/2011,2381,624,2263,1719,6987,,,,,
2/5/2011,2373,622,2248,1704,6947,,,,,
3/5/2011,2354,619,2234,1689,6896,,,,,
4/5/2011,2331,617,2218,1689,6855,,,,,
5/5/2011,2309,614,2205,1693,6821,,,,,
6/5/2011,2285,611,2193,1697,6786,,,,,
7/5/2011,2260,608,2180,1701,6749,,,,,
8/5/2011,2236,605,2167,1705,6713,,,,,
9/5/2011,2211,602,2152,1709,6674,,,,,
10/5/2011,2187,599,2136,1713,6635,,,,,
11/5/2011,2163,596,2118,1717,6594,,,,,
12/5/2011,2140,577,2118,1721,6556,,,,,
13-05-2011,2116,558,2118,1725,6517,,,,,
14-05-2011,2093,539,2118,1729,6479,,,,,
15-05-2011,2069,519,2118,1733,6439,,,,,
16-05-2011,2046,499,2118,1737,6400,,,,,
17-05-2011,2023,478,2120,1741,6362,,,,,
18-05-2011,2000,460,2120,1745,6325,,,,,
19-05-2011,1978,441,2122,1749,6290,,,,,
20-05-2011,1953,424,2124,1753,6254,,,,,
21-05-2011,1936,411,2131,1784,6262,,,,,
22-05-2011,1916,393,2143,1800,6252,,,,,
23-05-2011,1894,376,2155,1802,6227,,,,,
24-05-2011,1872,357,2167,1806,6202,,,,,
25-05-2011,1850,338,2178,1808,6174,,,,,
26-05-2011,1826,324,2189,1810,6149,,,,,
27-05-2011,1805,305,2201,1812,6123,,,,,
28-05-2011,1784,286,2203,1814,6087,,,,,
29-05-2011,1763,267,2205,1816,6051,,,,,
30-05-2011,1742,250,2207,1818,6017,,,,,
31-05-2011,1721,233,2207,1820,5981,,,,,
1/6/2011,1700,218,2207,1822,5947,,,,,
2/6/2011,1703,207,2207,1850,5967,,,,,
3/6/2011,1680,207,2207,1871,5965,,,,,
4/6/2011,1657,191,2203,1879,5930,,,,,
5/6/2011,1635,179,2193,1881,5888,,,,,
6/6/2011,1613,169,2185,1883,5850,,,,,
7/6/2011,1604,162,2198,1893,5857,,,,,
8/6/2011,1591,152,2192,1891,5826,,,,,
9/6/2011,1578,142,2184,1887,5791,,,,,
10/6/2011,1565,137,2171,1883,5756,,,,,
11/6/2011,1552,131,2160,1877,5720,,,,,
12/6/2011,1539,125,2150,1871,5685,,,,,
13-06-2011,1525,120,2139,1865,5649,,,,,
14-06-2011,1510,115,2125,1861,5611,,,,,
15-06-2011,1495,110,2121,1871,5597,,,,,
16-06-2011,1481,105,2110,1867,5563,,,,,
17-06-2011,1467,100,2097,1859,5523,,,,,
18-06-2011,1452,98,2080,1852,5482,,,,,
19-06-2011,1438,96,2068,1844,5446,,,,,
20-06-2011,1424,94,2052,1837,5407,,,,,
21-06-2011,1410,93,2033,1830,5366,,,,,
22-06-2011,1387,92,2016,1822,5317,,,,,
23-06-2011,1338,91,1999,1832,5260,,,,,
24-06-2011,1301,90,1982,1859,5232,,,,,
25-06-2011,1266,90,1965,1885,5206,,,,,
26-06-2011,1236,90,1950,1908,5184,,,,,
27-06-2011,1211,90,1935,1928,5164,,,,,
28-06-2011,1189,90,1923,1939,5141,,,,,
29-06-2011,1182,90,1909,1958,5139,,,,,
30-06-2011,1180,90,1896,1971,5137,,,,,
1/7/2011,1180,90,1883,1983,5136,,,,,
2/7/2011,1202,90,1870,2000,5162,,,,,
3/7/2011,1220,90,1860,2050,5220,,,,,
4/7/2011,1230,90,1846,2069,5235,,,,,
5/7/2011,1243,90,1833,2093,5259,,,,,
6/7/2011,1259,90,1820,2112,5281,,,,,
7/7/2011,1286,90,1820,2154,5350,,,,,
8/7/2011,1308,90,1808,2176,5382,,,,,
9/7/2011,1329,90,1794,2196,5409,,,,,
10/7/2011,1348,92,1782,2214,5436,,,,,
11/7/2011,1369,95,1768,2231,5463,,,,,
12/7/2011,1392,97,1753,2254,5496,,,,,
13-07-2011,1412,98,1749,2261,5520,,,,,
14-07-2011,1430,100,1749,2264,5543,,,,,
15-07-2011,1450,101,1749,2264,5564,,,,,
16-07-2011,1475,101,1748,2264,5588,,,,,
17-07-2011,1500,101,1745,2266,5612,,,,,
18-07-2011,1523,100,1741,2268,5632,,,,,
19-07-2011,1544,99,1737,2270,5650,,,,,
20-07-2011,1567,98,1733,2284,5682,,,,,
21-07-2011,1587,97,1730,2294,5708,,,,,
22-07-2011,1604,96,1727,2300,5727,,,,,
23-07-2011,1615,95,1725,2314,5749,,,,,
24-07-2011,1624,94,1725,2320,5763,,,,,
25-07-2011,1637,93,1722,2320,5772,,,,,
26-07-2011,1651,92,1722,2320,5785,,,,,
27-07-2011,1682,92,1722,2351,5847,,,,,
28-07-2011,1709,92,1735,2389,5925,,,,,
29-07-2011,1737,92,1735,2403,5967,,,,,
30-07-2011,1756,92,1733,2415,5996,,,,,
31-07-2011,1777,92,1732,2427,6028,,,,,
1/8/2011,1798,92,1732,2438,6060,,,,,
2/8/2011,1817,92,1732,2450,6091,,,,,
3/8/2011,1836,92,1732,2462,6122,,,,,
4/8/2011,1857,91,1732,2474,6154,,,,,
5/8/2011,1879,90,1730,2488,6187,,,,,
6/8/2011,1911,90,1741,2513,6255,,,,,
7/8/2011,1933,90,1741,2525,6289,,,,,
8/8/2011,1955,90,1738,2532,6315,,,,,
9/8/2011,1983,89,1743,2552,6367,,,,,
10/8/2011,2006,88,1741,2569,6404,,,,,
11/8/2011,2041,88,1751,2613,6493,,,,,
12/8/2011,2067,88,1751,2630,6536,,,,,
13-08-2011,2077,88,1751,2643,6559,,,,,
14-08-2011,2056,88,1751,2653,6548,,,,,
15-08-2011,2028,88,1751,2665,6532,,,,,
16-08-2011,2006,88,1751,2678,6523,,,,,
17-08-2011,1975,88,1749,2690,6502,,,,,
18-08-2011,1948,88,1748,2735,6519,,,,,
19-08-2011,1955,88,1763,2748,6554,,,,,
20-08-2011,1958,88,1758,2748,6552,,,,,
21-08-2011,2008,104,1820,2807,6739,,,,,
22-08-2011,2033,113,1833,2822,6801,,,,,
23-08-2011,2059,122,1838,2820,6839,,,,,
24-08-2011,2082,130,1843,2812,6867,,,,,
25-08-2011,2134,133,1903,2838,7008,,,,,
26-08-2011,2158,133,1925,2845,7061,,,,,
27-08-2011,2193,131,1953,2862,7139,,,,,
28-08-2011,2211,127,1970,2878,7186,,,,,
29-08-2011,2233,126,1980,2875,7214,,,,,
30-08-2011,2257,125,1992,2863,7237,,,,,
31-08-2011,2285,124,2004,2853,7266,,,,,
1/9/2011,2312,123,2018,2845,7298,,,,,
2/9/2011,2340,122,2033,2838,7333,,,,,
3/9/2011,2367,121,2047,2827,7362,,,,,
4/9/2011,2393,120,2061,2820,7394,,,,,
5/9/2011,2418,119,2076,2812,7425,,,,,
6/9/2011,2447,118,2090,2825,7480,,,,,
7/9/2011,2472,117,2104,2817,7510,,,,,
8/9/2011,2489,116,2122,2807,7534,,,,,
9/9/2011,2501,116,2148,2802,7567,,,,,
10/9/2011,2515,116,2175,2791,7597,,,,,
11/9/2011,2527,116,2194,2776,7613,,,,,
12/9/2011,2539,114,2210,2763,7626,,,,,
13-09-2011,2565,116,2227,2769,7677,,,,,
14-09-2011,2621,116,2270,2757,7764,,,,,
15-09-2011,2663,116,2300,2746,7825,,,,,
16-09-2011,2706,116,2361,2766,7949,,,,,
17-09-2011,2736,117,2424,2812,8089,,,,,
18-09-2011,2764,118,2469,2823,8174,,,,,
19-09-2011,2779,118,2497,2815,8209,,,,,
20-09-2011,2889,123,2565,2875,8452,,,,,
21-09-2011,2921,137,2628,2903,8589,,,,,
22-09-2011,2944,149,2669,2903,8665,,,,,
23-09-2011,2970,156,2707,2889,8722,,,,,
24-09-2011,2992,154,2743,2875,8764,,,,,
25-09-2011,3012,151,2773,2859,8795,,,,,
26-09-2011,3031,148,2808,2848,8835,,,,,
27-09-2011,3051,145,2835,2838,8869,,,,,
28-09-2011,3064,141,2862,2827,8894,,,,,
29-09-2011,3077,137,2890,2814,8918,,,,,
30-09-2011,3073,139,2922,2804,8938,,,,,
1/10/2011,3054,140,2956,2792,8942,,,,,
2/10/2011,3031,143,2966,2779,8919,,,,,
3/10/2011,3058,145,2978,2766,8947,,,,,
4/10/2011,3041,149,2990,2753,8933,,,,,
5/10/2011,3015,156,3002,2740,8913,,,,,
6/10/2011,2999,169,3014,2735,8917,,,,,
7/10/2011,2982,188,3030,2722,8922,,,,,
8/10/2011,2963,206,3034,2710,8913,,,,,
9/10/2011,2947,226,3034,2697,8904,,,,,
10/10/2011,2931,245,3040,2685,8901,,,,,
11/10/2011,2915,264,3044,2672,8895,,,,,
12/10/2011,2899,284,3054,2663,8900,,,,,
13-10-2011,2870,304,3058,2648,8880,,,,,
14-10-2011,2854,325,3060,2635,8874,,,,,
15-10-2011,2826,346,3060,2628,8860,,,,,
16-10-2011,2789,368,3060,2670,8887,,,,,
17-10-2011,2767,391,3058,2657,8873,,,,,
18-10-2011,2755,414,3056,2644,8869,,,,,
19-10-2011,2733,433,3056,2653,8875,,,,,
20-10-2011,2712,450,3056,2641,8859,,,,,
21-10-2011,2684,462,3054,2628,8828,,,,,
22-10-2011,2657,479,3054,2625,8815,,,,,
23-10-2011,2672,496,3056,2625,8849,,,,,
24-10-2011,2663,513,3088,2633,8897,,,,,
25-10-2011,2648,525,3106,2643,8922,,,,,
26-10-2011,2648,540,3120,2658,8966,,,,,
27-10-2011,2651,558,3131,2680,9020,,,,,
28-10-2011,2639,574,3139,2680,9032,,,,,
29-10-2011,2639,597,3104,2675,9015,,,,,
30-10-2011,2651,631,3133,2703,9118,,,,,
31-10-2011,2663,657,3100,2708,9128,,,,,
1/11/2011,2666,684,3062,2735,9147,,,,,
2/11/2011,2693,709,3068,2769,9239,,,,,
3/11/2011,2715,741,3070,2786,9312,,,,,
4/11/2011,2770,774,3096,2807,9447,,,,,
5/11/2011,2770,828,3150,2882,9630,,,,,
6/11/2011,2786,864,3100,2986,9736,,,,,
7/11/2011,2752,864,3074,2827,9517,,,,,
8/11/2011,2657,864,3056,2776,9353,,,,,
9/11/2011,2615,864,3040,2728,9247,,,,,
10/11/2011,2533,861,3032,2715,9141,,,,,
11/11/2011,2469,861,3022,2690,9042,,,,,
12/11/2011,2421,872,3018,2675,8986,,,,,
13-11-2011,2376,878,3008,2658,8920,,,,,
14-11-2011,2340,878,3006,2640,8864,,,,,
15-11-2011,2320,878,3002,2625,8825,,,,,
16-11-2011,2298,878,3000,2610,8786,,,,,
17-11-2011,2287,878,3000,2596,8761,,,,,
18-11-2011,2304,878,3004,2653,8839,,,,,
19-11-2011,2298,871,3004,2678,8851,,,,,
20-11-2011,2282,861,3004,2678,8825,,,,,
21-11-2011,2265,847,3006,2673,8791,,,,,
22-11-2011,2260,829,3012,2668,8769,,,,,
23-11-2011,2252,813,3018,2658,8741,,,,,
24-11-2011,2252,795,3024,2648,8719,,,,,
25-11-2011,2293,782,3052,2678,8805,,,,,
26-11-2011,2356,791,3100,2753,9000,,,,,
27-11-2011,2539,847,3147,2771,9304,,,,,
28-11-2011,2530,854,3062,2653,9099,,,,,
29-11-2011,2449,837,3038,2618,8942,,,,,
30-11-2011,2469,836,3032,2653,8990,,,,,
1/12/2011,2484,836,3006,2673,8999,,,,,
2/12/2011,2498,836,2982,2678,8994,,,,,
3/12/2011,2530,836,2958,2685,9009,,,,,
4/12/2011,2553,836,2930,2693,9012,,,,,
5/12/2011,2571,836,2898,2693,8998,,,,,
6/12/2011,2586,836,2864,2693,8979,,,,,
7/12/2011,2598,836,2849,2693,8976,,,,,
8/12/2011,2609,849,2833,2690,8981,,,,,
9/12/2011,2618,858,2823,2683,8982,,,,,
10/12/2011,2627,865,2813,2690,8995,,,,,
11/12/2011,2633,862,2801,2685,8981,,,,,
12/12/2011,2639,861,2788,2678,8966,,,,,
13-12-2011,2645,861,2775,2671,8952,,,,,
14-12-2011,2648,861,2762,2660,8931,,,,,
15-12-2011,2645,867,2755,2653,8920,,,,,
16-12-2011,2666,871,2749,2670,8956,,,,,
17-12-2011,2669,871,2736,2670,8946,,,,,
18-12-2011,2666,871,2722,2663,8922,,,,,
19-12-2011,2666,871,2707,2656,8900,,,,,
20-12-2011,2666,871,2692,2648,8877,,,,,
21-12-2011,2666,871,2678,2641,8856,,,,,
22-12-2011,2666,869,2667,2634,8836,,,,,
23-12-2011,2663,867,2655,2625,8810,,,,,
24-12-2011,2660,864,2644,2616,8784,,,,,
25-12-2011,2657,861,2632,2607,8757,,,,,
26-12-2011,2654,856,2620,2601,8731,,,,,
27-12-2011,2648,852,2607,2592,8699,,,,,
28-12-2011,2645,848,2593,2583,8669,,,,,
29-12-2011,2642,844,2579,2574,8639,,,,,
30-12-2011,2669,852,2595,2591,8707,,,,,
31-12-2011,2770,855,2636,2751,9012,,,,,
1/1/2012,2839,855,2632,2825,9151,,,,,
2/1/2012,2928,859,2632,2866,9285,,,,,
3/1/2012,2982,881,2642,2897,9402,,,,,
4/1/2012,3015,881,2652,2916,9464,,,,,
5/1/2012,3045,865,2659,2929,9498,,,,,
6/1/2012,3058,851,2671,2937,9517,,,,,
7/1/2012,3069,837,2676,2942,9524,,,,,
8/1/2012,3081,823,2682,2942,9528,,,,,
9/1/2012,3090,809,2688,2931,9518,,,,,
10/1/2012,3093,795,2694,2920,9502,,,,,
11/1/2012,3095,781,2701,2910,9487,,,,,
12/1/2012,3098,767,2716,2900,9481,,,,,
13-01-2012,3098,751,2728,2889,9466,,,,,
14-01-2012,3098,734,2739,2879,9450,,,,,
15-01-2012,3098,717,2745,2869,9429,,,,,
16-01-2012,3098,700,2751,2859,9408,,,,,
17-01-2012,3098,682,2757,2849,9386,,,,,
18-01-2012,3098,665,2763,2839,9365,,,,,
19-01-2012,3095,646,2769,2829,9339,,,,,
20-01-2012,3095,625,2776,2819,9315,,,,,
21-01-2012,3093,605,2782,2809,9289,,,,,
22-01-2012,3090,586,2790,2799,9265,,,,,
23-01-2012,3090,569,2796,2789,9244,,,,,
24-01-2012,3087,561,2794,2779,9221,,,,,
25-01-2012,3085,553,2792,2769,9199,,,,,
26-01-2012,3081,546,2790,2759,9176,,,,,
27-01-2012,3077,538,2788,2749,9152,,,,,
28-01-2012,3073,529,2784,2739,9125,,,,,
29-01-2012,3064,520,2780,2729,9093,,,,,
30-01-2012,3058,511,2775,2719,9063,,,,,
31-01-2012,3054,503,2773,2729,9059,,,,,
1/2/2012,3048,495,2771,2719,9033,,,,,
2/2/2012,3041,490,2769,2709,9009,,,,,
3/2/2012,3038,486,2763,2698,8985,,,,,
4/2/2012,3031,480,2755,2686,8952,,,,,
5/2/2012,3025,475,2749,2673,8922,,,,,
6/2/2012,3018,467,2743,2660,8888,,,,,
7/2/2012,3012,462,2739,2648,8861,,,,,
8/2/2012,3005,457,2732,2636,8830,,,,,
9/2/2012,2999,450,2724,2624,8797,,,,,
10/2/2012,2992,442,2716,2612,8762,,,,,
11/2/2012,2986,434,2711,2603,8734,,,,,
12/2/2012,2979,426,2705,2591,8701,,,,,
13-02-2012,2973,420,2699,2579,8671,,,,,
14-02-2012,2966,412,2692,2567,8637,,,,,
15-02-2012,2963,405,2686,2555,8609,,,,,
16-02-2012,2957,398,2678,2547,8580,,,,,
17-02-2012,2953,392,2671,2539,8555,,,,,
18-02-2012,2947,385,2665,2530,8527,,,,,
19-02-2012,2940,377,2659,2518,8494,,,,,
20-02-2012,2934,371,2653,2506,8464,,,,,
21-02-2012,2928,364,2646,2494,8432,,,,,
22-02-2012,2921,357,2638,2482,8398,,,,,
23-02-2012,2915,351,2630,2473,8369,,,,,
24-02-2012,2908,344,2622,2465,8339,,,,,
25-02-2012,2902,336,2613,2453,8304,,,,,
26-02-2012,2896,328,2607,2441,8272,,,,,
27-02-2012,2889,320,2599,2428,8236,,,,,
28-02-2012,2880,314,2591,2416,8201,,,,,
29-02-2012,2870,307,2581,2403,8161,,,,,
1/3/2012,2858,300,2572,2390,8120,,,,,
2/3/2012,2845,295,2563,2377,8080,,,,,
3/3/2012,2832,288,2555,2364,8039,,,,,
4/3/2012,2820,282,2546,2351,7999,,,,,
5/3/2012,2807,275,2536,2338,7956,,,,,
6/3/2012,2798,268,2528,2325,7919,,,,,
7/3/2012,2789,264,2520,2312,7885,,,,,
8/3/2012,2779,257,2513,2299,7848,,,,,
9/3/2012,2770,250,2501,2289,7810,,,,,
10/3/2012,2761,244,2491,2280,7776,,,,,
11/3/2012,2752,238,2481,2271,7742,,,,,
12/3/2012,2742,231,2473,2262,7708,,,,,
13-03-2012,2733,225,2467,2252,7677,,,,,
14-03-2012,2724,218,2457,2238,7637,,,,,
15-03-2012,2715,212,2448,2225,7600,,,,,
16-03-2012,2706,205,2442,2211,7564,,,,,
17-03-2012,2696,198,2434,2199,7527,,,,,
18-03-2012,2687,191,2428,2186,7492,,,,,
19-03-2012,2678,184,2422,2172,7456,,,,,
20-03-2012,2669,178,2415,2159,7421,,,,,
21-03-2012,2660,171,2409,2146,7386,,,,,
22-03-2012,2651,164,2401,2132,7348,,,,,
23-03-2012,2645,157,2394,2118,7314,,,,,
24-03-2012,2636,152,2384,2104,7276,,,,,
25-03-2012,2630,146,2373,2089,7238,,,,,
26-03-2012,2621,140,2361,2075,7197,,,,,
27-03-2012,2615,134,2349,2061,7159,,,,,
28-03-2012,2606,128,2337,2047,7118,,,,,
29-03-2012,2600,122,2326,2032,7080,,,,,
30-03-2012,2592,114,2315,2018,7039,,,,,
31-03-2012,2586,107,2302,2004,6999,,,,,
1/4/2012,2577,102,2290,1989,6958,,,,,
2/4/2012,2571,98,2276,1974,6919,,,,,
3/4/2012,2562,95,2259,1960,6876,,,,,
4/4/2012,2556,93,2243,1945,6837,,,,,
5/4/2012,2547,92,2223,1930,6792,,,,,
6/4/2012,2542,91,2203,1915,6751,,,,,
7/4/2012,2533,90,2187,1900,6710,,,,,
8/4/2012,2527,89,2171,1885,6672,,,,,
9/4/2012,2521,89,2159,1871,6640,,,,,
10/4/2012,2513,88,2144,1856,6601,,,,,
11/4/2012,2507,88,2129,1842,6566,,,,,
12/4/2012,2501,88,2113,1828,6530,,,,,
13-04-2012,2495,88,2097,1814,6494,,,,,
14-04-2012,2489,88,2082,1800,6459,,,,,
15-04-2012,2481,88,2066,1786,6421,,,,,
16-04-2012,2475,87,2051,1772,6385,,,,,
17-04-2012,2467,87,2035,1758,6347,,,,,
18-04-2012,2458,87,2020,1743,6308,,,,,
19-04-2012,2452,87,2004,1728,6271,,,,,
20-04-2012,2444,87,1989,1714,6234,,,,,
21-04-2012,2438,87,1974,1700,6199,,,,,
22-04-2012,2429,87,1958,1686,6160,,,,,
23-04-2012,2421,86,1942,1672,6121,,,,,
24-04-2012,2412,86,1926,1660,6084,,,,,
25-04-2012,2401,86,1911,1649,6047,,,,,
26-04-2012,2390,86,1896,1636,6008,,,,,
27-04-2012,2379,86,1881,1624,5970,,,,,
28-04-2012,2367,86,1865,1611,5929,,,,,
29-04-2012,2356,86,1850,1598,5890,,,,,
30-04-2012,2356,86,1835,1586,5863,,,,,
1/5/2012,2348,86,1820,1574,5828,,,,,
2/5/2012,2337,85,1805,1561,5788,,,,,
3/5/2012,2326,85,1790,1550,5751,,,,,
4/5/2012,2317,85,1774,1539,5715,,,,,
5/5/2012,2306,85,1759,1528,5678,,,,,
6/5/2012,2295,85,1745,1515,5640,,,,,
7/5/2012,2285,85,1730,1502,5602,,,,,
8/5/2012,2274,84,1714,1489,5561,,,,,
9/5/2012,2263,84,1698,1476,5521,,,,,
10/5/2012,2252,84,1682,1463,5481,,,,,
11/5/2012,2244,84,1666,1450,5444,,,,,
12/5/2012,2233,84,1649,1437,5403,,,,,
13-05-2012,2225,84,1633,1424,5366,,,,,
14-05-2012,2217,83,1617,1411,5328,,,,,
15-05-2012,2209,83,1600,1398,5290,,,,,
16-05-2012,2198,83,1584,1385,5250,,,,,
17-05-2012,2190,83,1567,1372,5212,,,,,
18-05-2012,2190,83,1550,1359,5182,,,,,
19-05-2012,2182,83,1534,1346,5145,,,,,
20-05-2012,2174,83,1518,1333,5108,,,,,
21-05-2012,2166,83,1501,1320,5070,,,,,
22-05-2012,2158,83,1485,1307,5033,,,,,
23-05-2012,2150,83,1468,1294,4995,,,,,
24-05-2012,2142,83,1451,1281,4957,,,,,
25-05-2012,2134,83,1434,1268,4919,,,,,
26-05-2012,2127,83,1418,1255,4883,,,,,
27-05-2012,2119,83,1402,1242,4846,,,,,
28-05-2012,2111,83,1386,1229,4809,,,,,
29-05-2012,2103,83,1369,1216,4771,,,,,
30-05-2012,2095,83,1352,1203,4733,,,,,
31-05-2012,2087,83,1335,1190,4695,,,,,
1/6/2012,2080,83,1319,1177,4659,,,,,
2/6/2012,2072,83,1302,1164,4621,,,,,
3/6/2012,2064,83,1285,1151,4583,,,,,
4/6/2012,2056,83,1269,1138,4546,,,,,
5/6/2012,2049,83,1252,1125,4509,,,,,
6/6/2012,2041,83,1235,1112,4471,,,,,
7/6/2012,2036,83,1219,1099,4437,,,,,
8/6/2012,2031,83,1202,1086,4402,,,,,
9/6/2012,2023,83,1185,1073,4364,,,,,
10/6/2012,2016,83,1169,1060,4328,,,,,
11/6/2012,2008,83,1152,1046,4289,,,,,
12/6/2012,2000,83,1135,1032,4250,,,,,
13-06-2012,1993,83,1117,1019,4212,,,,,
14-06-2012,1988,83,1100,1005,4176,,,,,
15-06-2012,1990,83,1083,991,4147,,,,,
16-06-2012,1995,83,1067,978,4123,,,,,
17-06-2012,1998,83,1051,964,4096,,,,,
18-06-2012,1985,83,1035,950,4053,,,,,
19-06-2012,1975,83,1034,936,4028,,,,,
20-06-2012,1950,83,1044,922,3999,,,,,
21-06-2012,1931,83,1054,908,3976,,,,,
22-06-2012,1906,83,1059,893,3941,,,,,
23-06-2012,1882,83,1073,878,3916,,,,,
24-06-2012,1857,83,1087,864,3891,,,,,
25-06-2012,1833,83,1100,849,3865,,,,,
26-06-2012,1810,83,1115,834,3842,,,,,
27-06-2012,1788,83,1128,819,3818,,,,,
28-06-2012,1767,83,1131,804,3785,,,,,
29-06-2012,1742,85,1152,789,3768,,,,,
30-06-2012,1721,85,1170,774,3750,,,,,
1/7/2012,1705,85,1201,759,3750,,,,,
2/7/2012,1675,85,1221,744,3725,,,,,
3/7/2012,1635,85,1231,744,3695,,,,,
4/7/2012,1595,85,1237,753,3670,,,,,
5/7/2012,1557,85,1244,761,3647,,,,,
6/7/2012,1518,85,1248,770,3621,,,,,
7/7/2012,1481,85,1251,780,3597,,,,,
8/7/2012,1444,85,1253,790,3572,,,,,
9/7/2012,1408,85,1257,800,3550,,,,,
10/7/2012,1371,85,1262,810,3528,,,,,
11/7/2012,1497,85,1266,820,3668,,,,,
12/7/2012,1469,85,1270,831,3655,,,,,
13-07-2012,1430,85,1274,841,3630,,,,,
14-07-2012,1396,85,1278,871,3630,,,,,
15-07-2012,1424,85,1288,892,3689,,,,,
16-07-2012,1418,85,1294,903,3700,,,,,
17-07-2012,1385,85,1308,914,3692,,,,,
18-07-2012,1373,85,1318,956,3732,,,,,
19-07-2012,1342,85,1327,985,3739,,,,,
20-07-2012,1310,85,1331,996,3722,,,,,
21-07-2012,1279,85,1335,1007,3706,,,,,
22-07-2012,1248,85,1339,1018,3690,,,,,
23-07-2012,1216,85,1344,1029,3674,,,,,
24-07-2012,1185,85,1348,1040,3658,,,,,
25-07-2012,1155,85,1352,1051,3643,,,,,
26-07-2012,1128,85,1356,1061,3630,,,,,
27-07-2012,1095,85,1361,1071,3612,,,,,
28-07-2012,1062,85,1365,1082,3594,,,,,
29-07-2012,1032,85,1370,1092,3579,,,,,
30-07-2012,1001,85,1373,1103,3562,,,,,
31-07-2012,969,85,1375,1112,3541,,,,,
1/8/2012,940,85,1378,1123,3526,,,,,
2/8/2012,914,85,1378,1133,3510,,,,,
3/8/2012,888,85,1378,1144,3495,,,,,
4/8/2012,888,85,1378,1155,3506,,,,,
5/8/2012,863,85,1378,1166,3492,,,,,
6/8/2012,839,85,1378,1177,3479,,,,,
7/8/2012,819,85,1378,1188,3470,,,,,
8/8/2012,799,85,1378,1200,3462,,,,,
9/8/2012,909,85,1378,1208,3580,,,,,
10/8/2012,909,85,1380,1215,3589,,,,,
11/8/2012,888,85,1381,1220,3574,,,,,
12/8/2012,868,85,1381,1226,3560,,,,,
13-08-2012,849,85,1381,1231,3546,,,,,
14-08-2012,837,85,1381,1259,3562,,,,,
15-08-2012,832,85,1384,1274,3575,,,,,
16-08-2012,832,85,1384,1283,3584,,,,,
17-08-2012,825,85,1384,1289,3583,,,,,
18-08-2012,804,85,1389,1302,3580,,,,,
19-08-2012,782,85,1389,1308,3564,,,,,
20-08-2012,760,85,1389,1314,3548,,,,,
21-08-2012,734,85,1389,1319,3527,,,,,
22-08-2012,707,85,1389,1323,3504,,,,,
23-08-2012,683,85,1389,1329,3486,,,,,
24-08-2012,661,85,1387,1335,3468,,,,,
25-08-2012,636,85,1386,1340,3447,,,,,
26-08-2012,689,85,1389,1365,3528,,,,,
27-08-2012,664,85,1387,1375,3511,,,,,
28-08-2012,637,85,1386,1381,3489,,,,,
29-08-2012,644,85,1384,1387,3500,,,,,
30-08-2012,617,85,1381,1393,3476,,,,,
31-08-2012,635,85,1378,1399,3497,,,,,
1/9/2012,614,85,1375,1404,3478,,,,,
2/9/2012,595,85,1373,1409,3462,,,,,
3/9/2012,606,85,1378,1425,3494,,,,,
4/9/2012,600,85,1378,1430,3493,,,,,
5/9/2012,593,85,1378,1422,3478,,,,,
6/9/2012,587,85,1378,1409,3459,,,,,
7/9/2012,579,85,1380,1397,3441,,,,,
8/9/2012,635,86,1408,1409,3538,,,,,
9/9/2012,628,88,1416,1404,3536,,,,,
10/9/2012,619,88,1419,1391,3517,,,,,
11/9/2012,622,88,1422,1397,3529,,,,,
12/9/2012,618,88,1424,1384,3514,,,,,
13-09-2012,622,89,1428,1375,3514,,,,,
14-09-2012,649,90,1451,1375,3565,,,,,
15-09-2012,670,91,1464,1375,3600,,,,,
16-09-2012,678,91,1473,1366,3608,,,,,
17-09-2012,685,91,1476,1353,3605,,,,,
18-09-2012,681,91,1479,1340,3591,,,,,
19-09-2012,677,91,1482,1327,3577,,,,,
20-09-2012,673,91,1485,1315,3564,,,,,
21-09-2012,685,91,1488,1322,3586,,,,,
22-09-2012,679,91,1491,1312,3573,,,,,
23-09-2012,671,91,1494,1300,3556,,,,,
24-09-2012,664,91,1497,1288,3540,,,,,
25-09-2012,656,91,1500,1275,3522,,,,,
26-09-2012,646,91,1503,1262,3502,,,,,
27-09-2012,639,93,1524,1249,3505,,,,,
28-09-2012,631,93,1529,1237,3490,,,,,
29-09-2012,622,93,1532,1225,3472,,,,,
30-09-2012,606,93,1535,1212,3446,,,,,
1/10/2012,593,93,1538,1199,3423,,,,,
2/10/2012,588,93,1541,1186,3408,,,,,
3/10/2012,583,93,1544,1173,3393,,,,,
4/10/2012,578,93,1547,1160,3378,,,,,
5/10/2012,573,93,1550,1147,3363,,,,,
