Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM,Total,,,,,
1/1/2004,3.9,0,268,0,271.9,,,,,
2/1/2004,3.9,0,268,0,271.9,,,,,
3/1/2004,3.9,0,267,0,270.9,,,,,
4/1/2004,3.9,0,267,0,270.9,,,,,
5/1/2004,3.8,0,267,0,270.8,,Count when level <  230,,,276
6/1/2004,3.8,0,266,0,269.8,,,,,
7/1/2004,3.8,0,266,0,269.8,,,,,
8/1/2004,3.7,0,265,0,268.7,,,,,
9/1/2004,3.7,0,264,0,267.7,,,,,
10/1/2004,3.7,0,264,0,267.7,,,,,
11/1/2004,3.6,0,263,0,266.6,,,,,
12/1/2004,3.6,0,262,0,265.6,,,,,
13-01-2004,3.6,0,261,0,264.6,,,,,
14-01-2004,3.5,0,260,0,263.5,,,,,
15-01-2004,3.5,0,259,0,262.5,,,,,
16-01-2004,3.4,0,258,0,261.4,,,,,
17-01-2004,3.4,0,256,0,259.4,,,,,
18-01-2004,3.4,0,254,0,257.4,,,,,
19-01-2004,3.4,0,252,0,255.4,,,,,
20-01-2004,3.4,0,250,0,253.4,,,,,
21-01-2004,3.3,0,247,0,250.3,,,,,
22-01-2004,3.3,0,244,0,247.3,,,,,
23-01-2004,3.3,0,242,0,245.3,,,,,
24-01-2004,3.3,0,239,0,242.3,,,,,
25-01-2004,3.2,0,237,0,240.2,,,,,
26-01-2004,3.2,0,234,0,237.2,,,,,
27-01-2004,3.9,0,232,0,235.9,,,,,
28-01-2004,4.9,0,230,0,234.9,,,,,
29-01-2004,4.9,0,227,0,231.9,,,,,
30-01-2004,4.9,0,225,0,229.9,,,,,
31-01-2004,4.8,0,223,0,227.8,,,,,
1/2/2004,4.8,0,220,0,224.8,,,,,
2/2/2004,4.8,0,218,0,222.8,,,,,
3/2/2004,4.7,0,216,0,220.7,,,,,
4/2/2004,4.7,0,213,0,217.7,,,,,
5/2/2004,4.7,0,211,0,215.7,,,,,
6/2/2004,4.6,0,209,0,213.6,,,,,
7/2/2004,4.6,0,206,0,210.6,,,,,
8/2/2004,4.6,0,204,0,208.6,,,,,
9/2/2004,4.5,0,202,0,206.5,,,,,
10/2/2004,4.5,0,200,0,204.5,,,,,
11/2/2004,4.5,0,197,0,201.5,,,,,
12/2/2004,4.4,0,195,0,199.4,,,,,
13-02-2004,4.4,0,193,0,197.4,,,,,
14-02-2004,4.4,0,191,0,195.4,,,,,
15-02-2004,4.3,0,189,0,193.3,,,,,
16-02-2004,4.3,0,186,0,190.3,,,,,
17-02-2004,4.2,0,184,0,188.2,,,,,
18-02-2004,4.3,0,182,0,186.3,,,,,
19-02-2004,4.5,0,179,0,183.5,,,,,
20-02-2004,4.8,0,177,0,181.8,,,,,
21-02-2004,4.8,0,175,0,179.8,,,,,
22-02-2004,4.8,0,172,0,176.8,,,,,
23-02-2004,4.7,0,170,0,174.7,,,,,
24-02-2004,4.7,0,168,0,172.7,,,,,
25-02-2004,4.7,0,165,0,169.7,,,,,
26-02-2004,4.6,0,163,0,167.6,,,,,
27-02-2004,4.6,0,161,0,165.6,,,,,
28-02-2004,4.5,0,158,0,162.5,,,,,
29-02-2004,4.5,0,156,0,160.5,,,,,
1/3/2004,4.4,0,153,0,157.4,,,,,
2/3/2004,4.4,0,151,0,155.4,,,,,
3/3/2004,4.3,0,149,0,153.3,,,,,
4/3/2004,4.3,0,147,0,151.3,,,,,
5/3/2004,4.2,0,145,0,149.2,,,,,
6/3/2004,4.2,0,143,0,147.2,,,,,
7/3/2004,4.2,0,141,0,145.2,,,,,
8/3/2004,4.1,0,139,0,143.1,,,,,
9/3/2004,6.96,0,137,0,143.96,,,,,
10/3/2004,10.9,0,135,0,145.9,,,,,
11/3/2004,14.4,0,134,0,148.4,,,,,
12/3/2004,15.4,0,137,0,152.4,,,,,
13-03-2004,16.2,0,140,0,156.2,,,,,
14-03-2004,18.4,0,144,0,162.4,,,,,
15-03-2004,21,0,147.7,0,168.7,,,,,
16-03-2004,23.4,0,151.5,0,174.9,,,,,
17-03-2004,25.2,0,155.3,0,180.5,,,,,
18-03-2004,25.7,0,158.5,0,184.2,,,,,
19-03-2004,24,0,161.7,0,185.7,,,,,
20-03-2004,20.6,0,165,0,185.6,,,,,
21-03-2004,17.1,0,168.2,0,185.3,,,,,
22-03-2004,12.7,0,171.5,0,184.2,,,,,
23-03-2004,10,0,174.9,0,184.9,,,,,
24-03-2004,9.2,0,177,0,186.2,,,,,
25-03-2004,9.5,0,179,0,188.5,,,,,
26-03-2004,9.6,0,181,0,190.6,,,,,
27-03-2004,9.6,0,182.8,0,192.4,,,,,
28-03-2004,9.1,0,184.7,0,193.8,,,,,
29-03-2004,8.5,0,186.6,0,195.1,,,,,
30-03-2004,7.9,0,187.8,0,195.7,,,,,
31-03-2004,7.9,0,188.8,0,196.7,,,,,
1/4/2004,7.9,0,190,0,197.9,,,,,
2/4/2004,8.1,0,191.1,0,199.2,,,,,
3/4/2004,8.3,0,191.7,0,200,,,,,
4/4/2004,7.5,0,192.4,0,199.9,,,,,
5/4/2004,6.5,0,192.7,0,199.2,,,,,
6/4/2004,5.6,0,191.7,0,197.3,,,,,
7/4/2004,5.4,0,190,0,195.4,,,,,
8/4/2004,5.8,0,188.3,0,194.1,,,,,
9/4/2004,6.8,0,186.8,0,193.6,,,,,
10/4/2004,7.7,0,186.3,0,194,,,,,
11/4/2004,7.9,0,186.3,0,194.2,,,,,
12/4/2004,7.1,0,186.3,0,193.4,,,,,
13-04-2004,6.2,0,186.3,0,192.5,,,,,
14-04-2004,5.8,0,185.6,0,191.4,,,,,
15-04-2004,5.7,0,184.6,0,190.3,,,,,
16-04-2004,5.4,0,182.9,0,188.3,,,,,
17-04-2004,5,0,180.9,0,185.9,,,,,
18-04-2004,4.8,0,178.7,0,183.5,,,,,
19-04-2004,4.7,0,176.5,0,181.2,,,,,
20-04-2004,4.6,0,174.2,0,178.8,,,,,
21-04-2004,4.5,0,171.7,0,176.2,,,,,
22-04-2004,4.4,0,169.4,0,173.8,,,,,
23-04-2004,4.3,0,167.4,0,171.7,,,,,
24-04-2004,4.2,0,165.4,0,169.6,,,,,
25-04-2004,4.1,0,163.3,0,167.4,,,,,
26-04-2004,4,0,161.2,0,165.2,,,,,
27-04-2004,3.9,0,159.4,0,163.3,,,,,
28-04-2004,3.8,0,157.3,0,161.1,,,,,
29-04-2004,3.7,0,155.4,0,159.1,,,,,
30-04-2004,3.6,0,153.3,0,156.9,,,,,
1/5/2004,3.5,0,151.3,0,154.8,,,,,
2/5/2004,3.4,0,149.2,0,152.6,,,,,
3/5/2004,3.4,0,147.3,0,150.7,,,,,
4/5/2004,5.2,0,147.3,0,152.5,,,,,
5/5/2004,6.9,0,146.8,0,153.7,,,,,
6/5/2004,8.7,0,149.5,0,158.2,,,,,
7/5/2004,8.1,0,153.5,0,161.6,,,,,
8/5/2004,6.5,0,157.3,0,163.8,,,,,
9/5/2004,5.4,0,159.5,0,164.9,,,,,
10/5/2004,4.5,0,160.5,0,165,,,,,
11/5/2004,4.3,0,160.5,0,164.8,,,,,
12/5/2004,4.3,0,159,0,163.3,,,,,
13-05-2004,4.2,0,157.2,0,161.4,,,,,
14-05-2004,4.1,0,155.3,0,159.4,,,,,
15-05-2004,4,0,153.3,0,157.3,,,,,
16-05-2004,3.9,0,151.2,0,155.1,,,,,
17-05-2004,6.3,0,149.5,0,155.8,,,,,
18-05-2004,7.3,0,149,0,156.3,,,,,
19-05-2004,7.7,0,147.2,0,154.9,,,,,
20-05-2004,7.7,0,145.4,0,153.1,,,,,
21-05-2004,7.7,0,143.9,0,151.6,,,,,
22-05-2004,7.6,0,142.4,0,150,,,,,
23-05-2004,7.6,0,140.9,0,148.5,,,,,
24-05-2004,7.8,0,139.4,0,147.2,,,,,
25-05-2004,8.1,0,137.4,0,145.5,,,,,
26-05-2004,8.3,0,135.3,0,143.6,,,,,
27-05-2004,6.6,0,133.4,0,140,,,,,
28-05-2004,4.6,0,134.9,0,139.5,,,,,
29-05-2004,4.1,0,134.9,0,139,,,,,
30-05-2004,3.7,0,133.3,0,137,,,,,
31-05-2004,3.7,0,131.7,0,135.4,,,,,
1/6/2004,4.5,0,130.1,0,134.6,,,,,
2/6/2004,4.8,0,128.5,0,133.3,,,,,
3/6/2004,4.9,0,127.2,0,132.1,,,,,
4/6/2004,4.9,0,126,0,130.9,,,,,
5/6/2004,4.9,0,124.8,0,129.7,,,,,
6/6/2004,4.9,0,123.6,0,128.5,,,,,
7/6/2004,4.8,0,122.5,0,127.3,,,,,
8/6/2004,5.1,0,121.5,0,126.6,,,,,
9/6/2004,6,0,120.6,0,126.6,,,,,
10/6/2004,6.3,0,119.6,0,125.9,,,,,
11/6/2004,6.9,0,118.7,0,125.6,,,,,
12/6/2004,7.1,0,118.2,0,125.3,,,,,
13-06-2004,7.1,0,117.7,0,124.8,,,,,
14-06-2004,7.1,0,117.2,0,124.3,,,,,
15-06-2004,7,0,116.7,0,123.7,,,,,
16-06-2004,6.9,0,116.2,0,123.1,,,,,
17-06-2004,6.8,0,115.7,0,122.5,,,,,
18-06-2004,6.7,0,115.2,0,121.9,,,,,
19-06-2004,6.6,0,114.7,0,121.3,,,,,
20-06-2004,6.5,0,114.2,0,120.7,,,,,
21-06-2004,6.4,0,113.7,0,120.1,,,,,
22-06-2004,6.3,0,113.2,0,119.5,,,,,
23-06-2004,6.2,0,112.7,0,118.9,,,,,
24-06-2004,6,0,112.2,0,118.2,,,,,
25-06-2004,5.9,0,111.7,0,117.6,,,,,
26-06-2004,5.8,0,111.2,0,117,,,,,
27-06-2004,5.7,0,110.7,0,116.4,,,,,
28-06-2004,5.6,0,110.2,0,115.8,,,,,
29-06-2004,5.5,0,109.7,0,115.2,,,,,
30-06-2004,5.5,0,109.2,0,114.7,,,,,
1/7/2004,5.4,0,108.7,0,114.1,,,,,
2/7/2004,5.3,0,108.2,0,113.5,,,,,
3/7/2004,5.3,0,107.2,0,112.5,,,,,
4/7/2004,5.6,0,106.2,0,111.8,,,,,
5/7/2004,5.5,0,105.2,0,110.7,,,,,
6/7/2004,5.7,0,104.2,0,109.9,,,,,
7/7/2004,5.7,0,103.4,0,109.1,,,,,
8/7/2004,5.6,0,102.4,0,108,,,,,
9/7/2004,5.6,0,101.4,0,107,,,,,
10/7/2004,5.6,0,100.4,0,106,,,,,
11/7/2004,5.6,0,99.4,0,105,,,,,
12/7/2004,5.5,0,98.4,0,103.9,,,,,
13-07-2004,5.5,0,97.5,0,103,,,,,
14-07-2004,5.5,0,96,0,101.5,,,,,
15-07-2004,5.4,0,93,0,98.4,,,,,
16-07-2004,5.4,0,90,0,95.4,,,,,
17-07-2004,5.4,0,87,0,92.4,,,,,
18-07-2004,5.3,0,84,0,89.3,,,,,
19-07-2004,5.3,0,81,0,86.3,,,,,
20-07-2004,5.2,0,78,0,83.2,,,,,
21-07-2004,5.1,0,75,0,80.1,,,,,
22-07-2004,4.9,0,72.6,0,77.5,,,,,
23-07-2004,4.6,0,70.2,0,74.8,,,,,
24-07-2004,4.3,0,67.8,0,72.1,,,,,
25-07-2004,4,0,65.4,0,69.4,,,,,
26-07-2004,4.1,0,63,0,67.1,,,,,
27-07-2004,3.9,0,60.6,0,64.5,,,,,
28-07-2004,3.6,0,58.2,0,61.8,,,,,
29-07-2004,3.6,0,55.8,0,59.4,,,,,
30-07-2004,3.6,0,53.4,0,57,,,,,
31-07-2004,3.5,0,51,0,54.5,,,,,
1/8/2004,3.5,0,48.6,0,52.1,,,,,
2/8/2004,3.4,0,46.2,0,49.6,,,,,
3/8/2004,3.3,0,43.8,0,47.1,,,,,
4/8/2004,3.3,0,41.4,0,44.7,,,,,
5/8/2004,3.2,0,39,0,42.2,,,,,
6/8/2004,3.2,0,36.6,0,39.8,,,,,
7/8/2004,3.1,0,34.2,0,37.3,,,,,
8/8/2004,3,0,31.8,0,34.8,,,,,
9/8/2004,3,0,29.4,0,32.4,,,,,
10/8/2004,2.9,0,27,0,29.9,,,,,
11/8/2004,2.8,0,0,0,2.8,,,,,
12/8/2004,2.7,0,0,0,2.7,,,,,
13-08-2004,2.7,0,0,0,2.7,,,,,
14-08-2004,2.7,0,0,0,2.7,,,,,
15-08-2004,2.6,0,0,0,2.6,,,,,
16-08-2004,2.6,0,0,0,2.6,,,,,
17-08-2004,2.5,0,0,0,2.5,,,,,
18-08-2004,2.4,0,0,0,2.4,,,,,
19-08-2004,2.4,0,0,0,2.4,,,,,
20-08-2004,2.3,0,0,0,2.3,,,,,
21-08-2004,2.2,0,0,0,2.2,,,,,
22-08-2004,2.1,0,0,0,2.1,,,,,
23-08-2004,2,0,0,0,2,,,,,
24-08-2004,1.9,0,0,0,1.9,,,,,
25-08-2004,1.8,0,0,0,1.8,,,,,
26-08-2004,1.7,0,0,0,1.7,,,,,
27-08-2004,1.6,0,0,0,1.6,,,,,
28-08-2004,1.5,0,0,0,1.5,,,,,
29-08-2004,1.4,0,0,0,1.4,,,,,
30-08-2004,1.3,0,0,0,1.3,,,,,
31-08-2004,1.3,0,0,0,1.3,,,,,
1/9/2004,1.2,0,0,0,1.2,,,,,
2/9/2004,1.1,0,0,0,1.1,,,,,
3/9/2004,1,0,0,0,1,,,,,
4/9/2004,0.9,0,0,0,0.9,,,,,
5/9/2004,0.9,0,0,0,0.9,,,,,
6/9/2004,1.7,0,0,0,1.7,,,,,
7/9/2004,1.7,0,0,0,1.7,,,,,
8/9/2004,1.9,0,0,0,1.9,,,,,
9/9/2004,1.9,0,0,0,1.9,,,,,
10/9/2004,2.5,0,0,0,2.5,,,,,
11/9/2004,2.5,0,0,0,2.5,,,,,
12/9/2004,2.4,0,0,0,2.4,,,,,
13-09-2004,2.3,0,0,0,2.3,,,,,
14-09-2004,2.15,0,0,0,2.15,,,,,
15-09-2004,2.1,0,0,0,2.1,,,,,
16-09-2004,2,0,0,0,2,,,,,
17-09-2004,2,0,0,0,2,,,,,
18-09-2004,1.9,0,0,0,1.9,,,,,
19-09-2004,1.8,0,0,0,1.8,,,,,
20-09-2004,3.2,0,0,0,3.2,,,,,
21-09-2004,4.5,0,0,0,4.5,,,,,
22-09-2004,5.4,0,0,0,5.4,,,,,
23-09-2004,6.5,0,0,0,6.5,,,,,
24-09-2004,7.7,0,0,0,7.7,,,,,
25-09-2004,8.9,0,0,0,8.9,,,,,
26-09-2004,9.8,0,0,0,9.8,,,,,
27-09-2004,10.7,0,0,0,10.7,,,,,
28-09-2004,11.7,0,0,0,11.7,,,,,
29-09-2004,12.2,0,0,0,12.2,,,,,
30-09-2004,13.7,0,0,0,13.7,,,,,
1/10/2004,14.2,0,0,0,14.2,,,,,
2/10/2004,15.3,0,0,0,15.3,,,,,
3/10/2004,17.1,0,0,0,17.1,,,,,
4/10/2004,17.7,0,0,0,17.7,,,,,
5/10/2004,18.3,0,0,0,18.3,,,,,
6/10/2004,18.6,0,0,0,18.6,,,,,
7/10/2004,18.6,0,0,0,18.6,,,,,
8/10/2004,18.6,0,0,0,18.6,,,,,
9/10/2004,18.5,0,0,0,18.5,,,,,
10/10/2004,18.4,0,0,0,18.4,,,,,
11/10/2004,18.9,0,0,0,18.9,,,,,
12/10/2004,19.2,0,0,0,19.2,,,,,
13-10-2004,19.2,0,0,0,19.2,,,,,
14-10-2004,19.2,0,0,0,19.2,,,,,
15-10-2004,19.1,0,0,0,19.1,,,,,
16-10-2004,19,0,0,0,19,,,,,
17-10-2004,18.9,0,0,0,18.9,,,,,
18-10-2004,19.9,0,0,0,19.9,,,,,
19-10-2004,20.3,0,0,0,20.3,,,,,
20-10-2004,20.5,0,0,0,20.5,,,,,
21-10-2004,21,0,0,0,21,,,,,
22-10-2004,22.2,0,0,0,22.2,,,,,
23-10-2004,22.9,0,0,0,22.9,,,,,
24-10-2004,23.4,0,0,0,23.4,,,,,
25-10-2004,23.4,0,0,0,23.4,,,,,
26-10-2004,24.8,0,0,0,24.8,,,,,
27-10-2004,27.7,0,0,0,27.7,,,,,
28-10-2004,29.8,0,0,0,29.8,,,,,
29-10-2004,33.1,0,0,0,33.1,,,,,
30-10-2004,37.4,0,0,33,70.4,,,,,
31-10-2004,45,0,40.77,59,144.77,,,,,
1/11/2004,49.6,0,175,72,296.6,,,,,
2/11/2004,52,0,275,78,405,,,,,
3/11/2004,54.4,0,281,78,413.4,,,,,
4/11/2004,57,0,285.6,78,420.6,,,,,
5/11/2004,58,0,285.6,78,421.6,,,,,
6/11/2004,63.7,20,389.73,101,574.43,,,,,
7/11/2004,74.5,50,475,170,769.5,,,,,
8/11/2004,92.8,57,587,250,986.8,,,,,
9/11/2004,109.2,129,675,284,1197.2,,,,,
10/11/2004,119.7,133,699,292,1243.7,,,,,
11/11/2004,128.1,128,708,292,1256.1,,,,,
12/11/2004,131,123,713,292,1259,,,,,
13-11-2004,146.4,144,773,437,1500.4,,,,,
14-11-2004,173.7,158,808,491,1630.7,,,,,
15-11-2004,184.8,160,814,502,1660.8,,,,,
16-11-2004,192.4,164,819,502,1677.4,,,,,
17-11-2004,196.3,166,824,502,1688.3,,,,,
18-11-2004,197.1,166,824,502,1689.1,,,,,
19-11-2004,197.9,166,822,502,1687.9,,,,,
20-11-2004,198.7,165,819,502,1684.7,,,,,
21-11-2004,198.7,164,816,502,1680.7,,,,,
22-11-2004,198.7,163,813,502,1676.7,,,,,
23-11-2004,198.7,162,810,502,1672.7,,,,,
24-11-2004,198.7,161,807,501,1667.7,,,,,
25-11-2004,197.9,160,804,500,1661.9,,,,,
26-11-2004,198.7,159,801,499,1657.7,,,,,
27-11-2004,216.6,160,801,499,1676.6,,,,,
28-11-2004,225.1,160,801,498,1684.1,,,,,
29-11-2004,247,159,798,496,1700,,,,,
30-11-2004,283.6,159,796,495,1733.6,,,,,
1/12/2004,324.2,158,793,494,1769.2,,,,,
2/12/2004,363,158,790,492,1803,,,,,
3/12/2004,401.3,157,788,489,1835.3,,,,,
4/12/2004,440.3,157,786,486,1869.3,,,,,
5/12/2004,478.4,156,783,483,1900.4,,,,,
6/12/2004,516.7,156,781,480,1933.7,,,,,
7/12/2004,553.8,155,778,478,1964.8,,,,,
8/12/2004,588.1,155,776,476,1995.1,,,,,
9/12/2004,616.5,145,783,474,2018.5,,,,,
10/12/2004,643.9,131,793,472,2039.9,,,,,
11/12/2004,674.1,122,800,469,2065.1,,,,,
12/12/2004,706.1,110,807,469,2092.1,,,,,
13-12-2004,728.9,106,808,463,2105.9,,,,,
14-12-2004,749.2,102,810,460,2121.2,,,,,
15-12-2004,773.8,100,811,458,2142.8,,,,,
16-12-2004,790.2,98,811,455,2154.2,,,,,
17-12-2004,806.8,96,811,452,2165.8,,,,,
18-12-2004,812.3,94,821,449,2176.3,,,,,
19-12-2004,817.8,92,833,446,2188.8,,,,,
20-12-2004,822,90,845,443,2200,,,,,
21-12-2004,823.4,89,857,440,2209.4,,,,,
22-12-2004,823.4,87.5,868,437,2215.9,,,,,
23-12-2004,823.4,86.5,878,434,2221.9,,,,,
24-12-2004,823.4,86,888,431,2228.4,,,,,
25-12-2004,823.4,85,899,428,2235.4,,,,,
26-12-2004,823.4,83,910,424,2240.4,,,,,
27-12-2004,823.4,81,922,421,2247.4,,,,,
28-12-2004,823.4,79,941,417,2260.4,,,,,
29-12-2004,820.7,77,954,413,2264.7,,,,,
30-12-2004,815.1,75,965,409,2264.1,,,,,
31-12-2004,810.9,73,975,405,2263.9,,,,,
1/1/2005,805.4,71,986,401,2263.4,,,,,
2/1/2005,799.9,69,996,397,2261.9,,,,,
3/1/2005,794.4,67,1007,393,2261.4,,,,,
4/1/2005,790.2,65.5,1018,389,2262.7,,,,,
5/1/2005,791.6,64,1029,385,2269.6,,,,,
6/1/2005,3231,759,3036,2973,9999,,,,,
7/1/2005,809.6,62,1049,377,2297.6,,,,,
8/1/2005,822.1,61.5,1060,373,2316.6,,,,,
9/1/2005,829,61,1073,369,2332,,,,,
10/1/2005,836,60.5,1086,365,2347.5,,,,,
11/1/2005,843,60,1102,361,2366,,,,,
12/1/2005,850,59.5,1118,357,2384.5,,,,,
13-01-2005,855.6,59,1134,353,2401.6,,,,,
14-01-2005,861.2,59,1149,349,2418.2,,,,,
15-01-2005,866.9,59,1164,345,2434.9,,,,,
16-01-2005,872.5,58.5,1179,341,2451,,,,,
17-01-2005,876.8,58.5,1194,337,2466.3,,,,,
18-01-2005,878.2,58.5,1209,334,2479.7,,,,,
19-01-2005,875.3,58,1225,331,2489.3,,,,,
20-01-2005,869.7,58,1243,327,2497.7,,,,,
21-01-2005,864.1,58,1261,323,2506.1,,,,,
22-01-2005,858.4,57.5,1279,319,2513.9,,,,,
23-01-2005,852.8,57.5,1297,315,2522.3,,,,,
24-01-2005,850,57.5,1315,311,2533.5,,,,,
25-01-2005,854.2,57,1333,307,2551.2,,,,,
26-01-2005,859.8,57,1351,303,2570.8,,,,,
27-01-2005,864,57,1369,298,2588,,,,,
28-01-2005,864,57,1387,294,2602,,,,,
29-01-2005,862.6,56.5,1405,290,2614.1,,,,,
30-01-2005,861.2,56.5,1423,286,2626.7,,,,,
31-01-2005,858.4,56.5,1440,282,2636.9,,,,,
1/2/2005,851.4,56.5,1458,275,2640.9,,,,,
2/2/2005,842.9,56,1476,274,2648.9,,,,,
3/2/2005,834.6,56,1494,270,2654.6,,,,,
4/2/2005,829,56,1510,266,2661,,,,,
5/2/2005,824.8,56,1526,262,2668.8,,,,,
6/2/2005,822,55.5,1542,260,2679.5,,,,,
7/2/2005,817.8,55.5,1558,258,2689.3,,,,,
8/2/2005,815.1,55.5,1573,256,2699.6,,,,,
9/2/2005,810.9,54.5,1588,254,2707.4,,,,,
10/2/2005,806.8,53.5,1604,252,2716.3,,,,,
11/2/2005,798.5,52.5,1620,250,2721,,,,,
12/2/2005,792.9,51.6,1635,248,2727.5,,,,,
13-02-2005,783.3,50.8,1649,246,2729.1,,,,,
14-02-2005,771,50,1664,244,2729,,,,,
15-02-2005,756,49.2,1679,242,2726.2,,,,,
16-02-2005,742.4,48.4,1695,240,2725.8,,,,,
17-02-2005,728.9,47.6,1711,238,2725.5,,,,,
18-02-2005,715.6,46.8,1727,236,2725.4,,,,,
19-02-2005,702,46,1741,233,2722,,,,,
20-02-2005,688.7,45.2,1755,231,2719.9,,,,,
21-02-2005,674.1,44.1,1769,229,2716.2,,,,,
22-02-2005,658.3,43.6,1781,227,2709.9,,,,,
23-02-2005,633.4,42.8,1797,225,2698.2,,,,,
24-02-2005,610,42,1813,223,2688,,,,,
25-02-2005,586.8,41.2,1829,220,2677,,,,,
26-02-2005,562.6,40.4,1845,218,2666,,,,,
27-02-2005,537.6,39.8,1860,216,2653.4,,,,,
28-02-2005,515.5,38.2,1874,214,2641.7,,,,,
1/3/2005,495,36.4,1887,211,2629.4,,,,,
2/3/2005,472.5,34.6,1900,208,2615.1,,,,,
3/3/2005,450.5,32.6,1914,205,2602.1,,,,,
4/3/2005,428.9,30.6,1926,202,2587.5,,,,,
5/3/2005,407.9,28.6,1938,199,2573.5,,,,,
6/3/2005,387.3,26.6,1950,196,2559.9,,,,,
7/3/2005,368.2,24.6,1958,193,2543.8,,,,,
8/3/2005,351.5,22.6,1964,191,2529.1,,,,,
9/3/2005,336.2,20.6,1970,189,2515.8,,,,,
10/3/2005,323.2,18.6,1975,187,2503.8,,,,,
11/3/2005,311.4,16.6,1979,184,2491,,,,,
12/3/2005,300.7,14.8,1982,182,2479.5,,,,,
13-03-2005,288.3,13.4,1982,180,2463.7,,,,,
14-03-2005,278.9,12,1982,178,2450.9,,,,,
15-03-2005,267.8,10.4,1982,176,2436.2,,,,,
16-03-2005,258.6,8.6,1983,173,2423.2,,,,,
17-03-2005,250.5,6.8,1980,171,2408.3,,,,,
18-03-2005,243.4,5,1977,169,2394.4,,,,,
19-03-2005,236.4,3.2,1973,167,2379.6,,,,,
20-03-2005,230.3,1.9,1968,165,2365.2,,,,,
21-03-2005,225.1,1.1,1963,163,2352.2,,,,,
22-03-2005,223.4,0.4,1955,160,2338.8,,,,,
23-03-2005,222.5,0,1947,157,2326.5,,,,,
24-03-2005,221.7,0,1939,154,2314.7,,,,,
25-03-2005,220.8,0,1931,151,2302.8,,,,,
26-03-2005,220,0,1923,148,2291,,,,,
27-03-2005,219.2,0,1915,145,2279.2,,,,,
28-03-2005,218.3,0,1907,142,2267.3,,,,,
29-03-2005,217.5,0,1899,139,2255.5,,,,,
30-03-2005,216.6,0,1891,136,2243.6,,,,,
31-03-2005,215.8,0,1883,133,2231.8,,,,,
1/4/2005,214.9,0,1873,129,2216.9,,,,,
2/4/2005,214.1,0,1864,126,2204.1,,,,,
3/4/2005,213.3,0,1855,123,2191.3,,,,,
4/4/2005,212.5,0,1846,120,2178.5,,,,,
5/4/2005,214.9,0,1837,126,2177.9,,,,,
6/4/2005,236.4,0,1870,170,2276.4,,,,,
7/4/2005,235.5,0,1861,177,2273.5,,,,,
8/4/2005,257.7,0,1852,177,2286.7,,,,,
9/4/2005,256.8,0,1843,175,2274.8,,,,,
10/4/2005,255.9,0,1834,173,2262.9,,,,,
11/4/2005,255,0,1825,170,2250,,,,,
12/4/2005,254.1,0,1816,170,2240.1,,,,,
13-04-2005,253.2,0,1807,168,2228.2,,,,,
14-04-2005,252.3,0,1794,166,2212.3,,,,,
15-04-2005,251.4,0,1784,164,2199.4,,,,,
16-04-2005,250.5,0,1775,162,2187.5,,,,,
17-04-2005,249.6,0,1766,160,2175.6,,,,,
18-04-2005,248.7,0,1757,158,2163.7,,,,,
19-04-2005,247.8,0,1748,156,2151.8,,,,,
20-04-2005,246.9,0,1739,154,2139.9,,,,,
21-04-2005,246,0,1730,152,2128,,,,,
22-04-2005,245.2,0,1721,150,2116.2,,,,,
23-04-2005,244.3,0,1712,148,2104.3,,,,,
24-04-2005,243.4,0,1703,146,2092.4,,,,,
25-04-2005,242.5,0,1694,143,2079.5,,,,,
26-04-2005,241.6,0,1685,141,2067.6,,,,,
27-04-2005,240.8,0,1676,139,2055.8,,,,,
28-04-2005,239.9,0,1667,137,2043.9,,,,,
29-04-2005,239,0,1658,135,2032,,,,,
30-04-2005,237.3,0,1649,133,2019.3,,,,,
1/5/2005,235.5,0,1640,131,2006.5,,,,,
2/5/2005,238.1,0,1631,129,1998.1,,,,,
3/5/2005,236.4,0,1622,127,1985.4,,,,,
4/5/2005,234.6,0,1613,125,1972.6,,,,,
5/5/2005,232.9,0,1604,123,1959.9,,,,,
6/5/2005,231.2,0,1595,121,1947.2,,,,,
7/5/2005,231.2,0,1586,119,1936.2,,,,,
8/5/2005,229.4,0,1577,117,1923.4,,,,,
9/5/2005,227.7,0,1568,115,1910.7,,,,,
10/5/2005,226,0,1559,113,1898,,,,,
11/5/2005,224.3,0,1550,110,1884.3,,,,,
12/5/2005,222.6,0,1541,108,1871.6,,,,,
13-05-2005,220.9,0,1532,106,1858.9,,,,,
14-05-2005,219.2,0,1523,104,1846.2,,,,,
15-05-2005,217.5,0,1514,102,1833.5,,,,,
16-05-2005,215.8,0,1505,100,1820.8,,,,,
17-05-2005,214.1,0,1496,98,1808.1,,,,,
18-05-2005,212.5,0,1487,96,1795.5,,,,,
19-05-2005,210,0,1478,94,1782,,,,,
20-05-2005,207.5,0,1469,92,1768.5,,,,,
21-05-2005,205.1,0,1460,90,1755.1,,,,,
22-05-2005,202.7,0,1451,88,1741.7,,,,,
23-05-2005,200.3,0,1442,86,1728.3,,,,,
24-05-2005,197.9,0,1433,84,1714.9,,,,,
25-05-2005,195.5,0,1424,82,1701.5,,,,,
26-05-2005,193.2,0,1415,80,1688.2,,,,,
27-05-2005,190.9,0,1406,78,1674.9,,,,,
28-05-2005,188.7,0,1397,76,1661.7,,,,,
29-05-2005,186.3,0,1388,74,1648.3,,,,,
